covariance_type,n_components,iteration,precision,recall,f1-score
diag,1,2,0.80806855220129292,0.71885585246518635,0.73048781992232026
diag,1,3,0.80931949385509405,0.61987203613097475,0.61749902025628067
diag,2,1,0.83473418913612085,0.6846066992849078,0.66296857957116517
diag,2,2,0.8419026101107342,0.70869401580730151,0.69941436848965932
diag,2,3,0.84090802314526114,0.76251411366202482,0.77367930796945172
diag,3,1,0.82698336097516278,0.71509220925856232,0.69715298877109511
diag,3,2,0.85296712457529433,0.76740684983063601,0.77060860383460017
diag,3,3,0.85311088218508946,0.76326684230334962,0.76992001473040561
diag,4,1,0.84169169759145412,0.72111403838916066,0.70535138685305709
diag,4,2,0.87165887969713085,0.83327060594655622,0.84148545588600177
diag,4,3,0.88059709931026986,0.86112156567557396,0.86525146269611319
diag,5,1,0.87433160421731493,0.85359427926232589,0.85808886696289388
diag,5,2,0.87655335344845986,0.85397064358298835,0.85790602628659451
diag,5,3,0.88007005408230821,0.86526157320286035,0.866983864422885
diag,6,1,0.90137080496740918,0.89047798268724121,0.89310549267160277
diag,6,2,0.90297925979622917,0.89574708317651486,0.89775181711842644
diag,6,3,0.89761260029170753,0.87956341738803157,0.88396051839644008
diag,7,1,0.90793346901028527,0.89838163342115163,0.90099622222303866
diag,7,2,0.90845148921573649,0.90252164094843812,0.90399447915716158
diag,7,3,0.90131240241501676,0.89085434700790367,0.8936218878582125
diag,8,1,0.90297055646859181,0.89348889725254044,0.89623890265978301
diag,8,2,0.91844449551654261,0.91381257056831011,0.91524174834674166
diag,8,3,0.90556877497423305,0.89574708317651486,0.8981253165994364
diag,9,1,0.91452278077870253,0.91004892736168608,0.91134113734630406
diag,9,2,0.90970168889617931,0.90440346255175008,0.9062313311051402
diag,9,3,0.91420490102772645,0.90628528415506215,0.90832593270965611
diag,10,1,0.91532992329396579,0.90929619872036127,0.91091443371556402
diag,10,2,0.91507100482563963,0.90816710575837412,0.91024194644668277
diag,10,3,0.91210909457527733,0.90779074143771166,0.90878337383333929
diag,11,1,0.91116481381297287,0.90477982687241254,0.90688037170173885
diag,11,2,0.90839328897099525,0.89687617613850212,0.89987365766064653
diag,11,3,0.91577520959402003,0.91004892736168608,0.9115669608825715
diag,12,1,0.92777800739192529,0.92171622130222053,0.92347921075701034
diag,12,2,0.9104363266347868,0.90327436958976293,0.90518173264822022
diag,12,3,0.91911807539392409,0.91193074896499815,0.91407966405572671
diag,13,1,0.91817129018218224,0.9130598419269853,0.9144573511035371
diag,13,2,0.92827173364347437,0.92435077154685741,0.92533677114978952
diag,13,3,0.92124101059440511,0.91719984945427169,0.91834052584597459
diag,14,1,0.92546515500695825,0.92133985698155818,0.92249269421712132
diag,14,2,0.92586373265312449,0.92096349266089572,0.92211454726000497
diag,14,3,0.91664504269401592,0.91155438464433569,0.91314836495572849
diag,15,1,0.92054825233331172,0.91757621377493415,0.91868330761988737
diag,15,2,0.93088698562827754,0.92811441475348133,0.92896641416066927
diag,15,3,0.92493704990988979,0.92021076401957091,0.92167455069667714
diag,16,1,0.92031367509046547,0.91531802785095973,0.91688908323268081
diag,16,2,0.92536393649972892,0.91983439969890857,0.92160898877467157
diag,16,3,0.92911482108189547,0.92773805043281898,0.9282559669397723
diag,17,1,0.92288214707246852,0.91682348513360934,0.9182860635537361
diag,17,2,0.92598155570277818,0.92209258562288299,0.92295280959891612
diag,17,3,0.92853116180738204,0.92547986450884456,0.92633373194015667
diag,18,1,0.93413597404186277,0.93037260067745575,0.93140717046977317
diag,18,2,0.92227620234495555,0.91682348513360934,0.91849918675202868
diag,18,3,0.92336064776524474,0.91983439969890857,0.92105599000333749
diag,19,1,0.92644239862005373,0.9235980429055326,0.92459073944115566
diag,19,2,0.93335259289453887,0.92886714339480614,0.93004362541266883
diag,19,3,0.93217116577799419,0.9299962363567934,0.93065851986568893
diag,20,1,0.92891955305509977,0.92623259315016937,0.92700474657514453
diag,20,2,0.92497577186094704,0.92209258562288299,0.92294907865066633
diag,20,3,0.92815702452542959,0.92547986450884456,0.92636466541767015
diag,21,1,0.92724270769717965,0.92284531426420779,0.92398334114749958
diag,21,2,0.91951990434316011,0.91644712081294688,0.91737517225644361
diag,21,3,0.93047967202759851,0.92811441475348133,0.92877955766040143
diag,22,1,0.92613368233226956,0.92133985698155818,0.92281697963438791
diag,22,2,0.93657388862694668,0.9356417011667294,0.9358864730627291
diag,22,3,0.93615923487081898,0.93225442228076782,0.93342232192115437
diag,23,1,0.92996080877825227,0.92623259315016937,0.92738881332531065
diag,23,2,0.92743914320996212,0.92547986450884456,0.92607804117245784
diag,23,3,0.93625857914011601,0.93375987956341744,0.93442107347972725
diag,24,1,0.92298687913963995,0.91983439969890857,0.9203642341162025
diag,24,2,0.93682091476997076,0.93375987956341744,0.93468997298775247
diag,24,3,0.93496146911521494,0.93300715092209263,0.93359309471049512
diag,25,1,0.92576345061414067,0.92472713586751976,0.92509107455713846
diag,25,2,0.93758694941609833,0.93714715844937901,0.93722784868421016
diag,25,3,0.92412658839581396,0.92209258562288299,0.92250533784227451
diag,26,1,0.92583274954662576,0.92171622130222053,0.92284805034864781
diag,26,2,0.93778535233355087,0.93677079412871656,0.93704107830121153
diag,26,3,0.93210587990070515,0.93150169363944302,0.93158780872378599
diag,27,1,0.9269306093839027,0.92585622882950691,0.92604607881165013
diag,27,2,0.93523292691328885,0.93375987956341744,0.93407283237841698
diag,27,3,0.93899118351103827,0.93677079412871656,0.9373403441430932
diag,28,1,0.92784294569675052,0.92660895747083172,0.92688603680258408
diag,28,2,0.92240480364233424,0.92021076401957091,0.92071737836504275
diag,28,3,0.92777113328156513,0.92585622882950691,0.92634824354883305
diag,29,1,0.93156677812578403,0.92849077907414379,0.9289684782799128
diag,29,2,0.92681031611054299,0.92472713586751976,0.92530225947846267
diag,29,3,0.93204176149363582,0.93037260067745575,0.93084215991383124
diag,30,1,0.92428327906338015,0.92284531426420779,0.92320486537136193
diag,30,2,0.92737696029731753,0.92472713586751976,0.92553727275064535
diag,30,3,0.93740040225397214,0.93488897252540459,0.9354876121328376
diag,31,1,0.93433924651375344,0.93225442228076782,0.93210985659744983
diag,31,2,0.93911809567558668,0.93752352277004136,0.93783811514298898
diag,31,3,0.93020034690847719,0.92811441475348133,0.9285803611652873
diag,32,1,0.93475521824465513,0.93413624388407979,0.93420549375225725
diag,32,2,0.9314007878227496,0.93037260067745575,0.93055978569644249
diag,32,3,0.9329935330106699,0.93037260067745575,0.93102556018537919
diag,33,1,0.93383351967245543,0.93187805796010537,0.93228260007262242
diag,33,2,0.92718565499642203,0.92472713586751976,0.92524627064703191
diag,33,3,0.93553735205835731,0.93488897252540459,0.93503700470798978
diag,34,1,0.93336842995990732,0.93112532931878056,0.93138868272780206
diag,34,2,0.93540777424306543,0.93375987956341744,0.93394335773694515
diag,34,3,0.93481247680120705,0.93225442228076782,0.93249694208640921
